Review,Size,Comfort,Features,star_rating
NA,['6'],"SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
SOFTRIDE: Soft foam designed for all-day cushioning and comfort","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 12 mm
Low boot
Clamshell construction
Moulded fine TPU cage
Jewel piece in the midsole
Webbing detail for lockdown fit
PUMA Cat Logo on the tongue, lateral toe, and jewel piece
PUMA Wordmark on the heel",NA
NA,"['6', '7']",EVA: PUMA material for a lightweight and comfortable feel,"Heel type: Flat
Shoe width: Regular fit
Low boot
Mixed material upper with two-piece eyestay and debossed heel details
EVA midsole
Rubber outsole provides great traction and grip
PUMA Formstrip at lateral side
PUMA No. 1 Logo at tongue
PUMA Branding",NA
NA,['7'],EVA: PUMA material for a lightweight and comfortable feel,"Heel type: Flat
Shoe width: Regular fit
Low boot
Mixed material upper with two-piece eyestay and debossed heel details
EVA midsole
Rubber outsole provides great traction and grip
PUMA Formstrip at lateral side
PUMA No. 1 Logo at tongue
PUMA Branding",NA
NA,['3'],"SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
SOFTRIDE: Soft foam designed for all-day cushioning and comfort","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 9 mm
Upper with bootie construction and distinct lacing system
Mini platform
Zoned rubber outsole
PUMA Cat Logo on the lateral side
PUMA Wordmark on the heel
Ideal for road and treadmill running",NA
NA,"['4', '5', '6', '7', '8']","ULTRAWEAVE: Ultra-light, engineered fabric with a structured, 4-way stretch that reduces weight and friction Built for athletes looking to increase speed and strength
PWRTAPE: Targeted upper reinforcement for support and durability
The upper of this shoe is made with at least 20% recycled materials as a step toward a better future
Women's Fit: This football boot is made for the women player, with measurements such as volume and instep height engineered for the female foot","ULTRAWEAVE upper with PWRTAPE
Lightweight removable sockliner with NanoGrip technology keeps the foot from slipping inside the boot
Dual-density SPEEDPLATE outsole is inspired by PUMA track running spikes for next-level traction and propulsion
Lightweight Dynamic Motion System outsole enhances traction and agility for unpredictable changes of pace and direction. Suitable for use on both firm natural surfaces and artificial grass (4G)
FG/AG: Firm Ground/Artificial Ground outsole",NA
NA,"['4', '5', '6', '7', '8']","The upper of this shoe is made with at least 20% recycled materials
K-BETTER™: This new, non-animal based upper material takes the signature touch, comfort, and stretch resistance to the next level. The signature KING touch. Only better.
Women's Fit. This football boot is made for the our players, with measurements such as volume and instep height engineered for the female foot.","Synthetic upper
Knitted low-cut slip-on construction ensures a comfortable fit.
Lightweight outsole with external heel counter, integrated stability spine, and conical studs for maximum maneuverability. Suitable for use on both firm natural surfaces and artificial grass (4G).
FG/AG: Designed for Firm Ground/Artifical Ground",NA
NA,"['4', '5', '6', '7', '8']","The upper of this shoe is made with at least 20% recycled materials
K-BETTER™: This new, non-animal based upper material takes the signature touch, comfort, and stretch resistance to the next level. The signature KING touch. Only better.
Women's Fit. This football boot is made for the our players, with measurements such as volume and instep height engineered for the female foot.","Synthetic upper
Knitted low-cut slip-on construction ensures a comfortable fit.
Lightweight outsole with external heel counter, integrated stability spine, and conical studs for maximum maneuverability. Suitable for use on both firm natural surfaces and artificial grass (4G).
FG/AG: Designed for Firm Ground/Artifical Ground",NA
NA,"['4', '5', '6', '7', '8']","The upper of this shoe is made with at least 20% recycled materials as a step toward a better future
Stable at the heel and flexible at the forefoot, the dual-density Dynamic Motion System outsole enhances traction and agility for unpredictable changes of pace and direction
Women's Fit: This football boot is made for the women player, with measurements such as volume and instep height engineered for the female foot","FUZIONFIT360 upper combines engineered dual mesh, stretchy knit and supplemental PWRTAPE support
Engineered 3D textures at key contact zones are optimized to enhance ball grip and control for dribbling, passing and finishing
Super-lightweight Peba base material guarantees excellent wearing comfort
Micro-perforated heel padding keeps the heel locked in and comfortable
Lightweight Dynamic Motion System outsole enhances traction and agility for unpredictable changes of pace and direction. Suitable for use on both firm natural surfaces and artificial grass (4G)
FG/AG: Firm Ground/Artificial Ground
Mid-cut boot
Fits regular to wide feet",NA
NA,"['3', '4', '5', '8']","The upper of this shoe is made with at least 30% recycled materials and the bottom is made with at least 10% recycled materials, as a step toward a better future
Women's Fit: This football boot is made for the women player, with measurements such as volume and instep height engineered for the female foot","Lightweight mesh upper
GripControl skin for decisive command over the ball
Knitted low-cut collar for a snug fit around the ankle
TPU SPEEDPLATE outsole for traction and propulsion
Lightweight Dynamic Motion System outsole enhances traction and agility for unpredictable changes of pace and direction. Suitable for use on both firm natural surfaces and artificial grass (4G)
FG/AG: Firm Ground/Artificial Ground",NA
NA,"['3', '4', '5', '6', '7', '8']","NITRO™: Advanced nitrogen-injected foam designed to provide superior responsiveness and cushioning in a lightweight package
PUMAGRIP: Durable performance rubber compound designed for all-surface traction","Engineered knit upper
Moulded heel collar for enhanced heel fit and comfort
NITRO™ foam midsole
PUMAGRIP rubber outsole
Rubber placements on the heel for durability
Best for: Neutral pronation
Cushioning level: Max
Shoe weight: 245g (for size UK 4.5)",NA
NA,"['4', '5', '6', '7']","Textile upper provides breathability & durabilty
Low boot construction with lace closure
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
PUMA Wordmark on tongue
PUMA Formstrip on lateral side
Rubber Outsole for traction",,NA
NA,"['3', '4']","Heel type: Flat
Shoe width: Regular fit
Low boot
Mesh upper for breathability
EVA midsole for cushioning and traction
PUMA branding",,NA
NA,['3'],"Heel type: Flat
Shoe width: Regular fit
Low boot
Mesh upper for breathability
EVA midsole for cushioning and traction
PUMA branding",,NA
NA,"['3', '4', '5', '6', '7', '8']","NITRO™: Advanced foam technology providing superior responsiveness and cushioning in a lightweight package
RUNGUIDE: Firm density guide rail designed to keep your foot aligned and centred through each stride","Low boot construction
Mesh upper
NITRO™ foam midsole
PUMAGRIP high-traction rubber outsole
Mesh tongue
Lace closure
PUMA Cat Logo on toe and heel
PUMA Formstrip at medial side",NA
NA,"['3', '4', '5', '6', '7', '8']","CUSHIONING: NITRO: LIGHT & RESPONSIVE: Advanced foam technology providing superior responsiveness and cushioning in a lightweight package
FOOTSTRIKE GUIDANCE: RUNGUIDE, a firm density rim, promotes proper alignment and keeps the foot centered through each stride","Low boot construction
Mesh upper
NITRO Foam midsole
PUMAGRIP high-traction rubber outsole
Mesh tongue
Lace closure
PUMA Cat Logo at tongue
PUMA Formstrip at medial side
PUMA Cat Logo at toe
Heel-To-Toe-Drop: 8 mm",NA
NA,"['3', '4', '5', '6', '7', '8']","CUSHIONING: NITRO: LIGHT & RESPONSIVE: Advanced foam technology providing superior responsiveness and cushioning in a lightweight package
FOOTSTRIKE GUIDANCE: RUNGUIDE, a firm density rim, promotes proper alignment and keeps the foot centered through each stride","Low boot construction
Mesh upper
NITRO Foam midsole
PUMAGRIP high-traction rubber outsole
Mesh tongue
Lace closure
PUMA Cat Logo at tongue
PUMA Formstrip at medial side
PUMA Cat Logo at toe
Heel-To-Toe-Drop: 8 mm",NA
NA,"['3', '4', '5', '6', '7', '8']","NITRO™: Advanced nitrogen-injected foam designed to provide superior responsiveness and cushioning in a lightweight package
PWRTAPE: Targeted upper reinforcement for support and durability
RUNGUIDE: Firm density guide rail designed to keep your foot aligned and centred through each stride
PUMAGRIP: Durable performance rubber compound designed for all-surface traction","New water repellent engineered mesh upper
Asymmetrical heel counter
Best for: Overpronation
Heel-to-toe drop: 7,5mm
Cushioning level: Medium
Runner type: Frequent",NA
NA,"['4', '5', '6', '7', '8']","The upper of this shoe is made with at least 20% recycled materials as a step toward a better future
Stable at the heel and flexible at the forefoot, the dual-density Dynamic Motion System outsole enhances traction and agility for unpredictable changes of pace and direction
Women's Fit: This football boot is made for the women player, with measurements such as volume and instep height engineered for the female foot","FUZIONFIT360 upper combines engineered dual mesh, stretchy knit and supplemental PWRTAPE support
Engineered 3D textures at key contact zones are optimized to enhance ball grip and control for dribbling, passing and finishing
Super-lightweight Peba base material guarantees excellent wearing comfort
Micro-perforated heel padding keeps the heel locked in and comfortable
Lightweight Dynamic Motion System outsole enhances traction and agility for unpredictable changes of pace and direction. Suitable for use on both firm natural surfaces and artificial grass (4G)
FG/AG: Firm Ground/Artificial Ground
Mid-cut boot
Fits regular to wide feet",NA
NA,"['4', '5', '6', '7', '8']","ULTRAWEAVE: Ultra-light, engineered fabric with a structured, 4-way stretch that reduces weight and friction Built for athletes looking to increase speed and strength
PWRTAPE: Targeted upper reinforcement for support and durability
The upper of this shoe is made with at least 20% recycled materials as a step toward a better future
Women's Fit: This football boot is made for the women player, with measurements such as volume and instep height engineered for the female foot","ULTRAWEAVE upper with PWRTAPE
Lightweight removable sockliner with NanoGrip technology keeps the foot from slipping inside the boot
Dual-density SPEEDPLATE outsole is inspired by PUMA track running spikes for next-level traction and propulsion
Lightweight Dynamic Motion System outsole enhances traction and agility for unpredictable changes of pace and direction. Suitable for use on both firm natural surfaces and artificial grass (4G)
FG/AG: Firm Ground/Artificial Ground outsole",NA
NA,"['4', '6', '9']","The upper of this shoe is made with at least 20% recycled materials as a step toward a better future
FUZIONFIT: Adaptive compression technology that locks down your foot and allows for more explosive movements on the pitch
PWRTAPE: Targeted upper reinforcement for support and durability
Women's Fit: This football boot is made for the women player, with measurements such as volume and instep height engineered for the female foot","Even more adaptive, even more supportive, the new FUZIONFIT360 upper combines engineered mesh and stretchy knit so you can drive them crazy
Engineered 3D textures at key contact zones are optimized to enhance ball grip and control for dribbling, passing and finishing
Micro-perforated heel padding keeps the heel locked in and comfortable
Lightweight Dynamic Motion System outsole enhances traction and agility for unpredictable changes of pace and direction. Suitable for use on both firm natural surfaces and artificial grass (4G)
FG/AG: Firm Ground/Artificial Ground outsole
Regular to wide fit
Mid-cut boot",NA
NA,"['3', '4', '5', '6', '7', '8']","SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 10.0 mm
Bootie construction
Mesh upper with translucent overlays
Lace-through caging for a snug fit
Platform midsole
Zoned rubber outsole for enhanced traction
PUMA branding on tongue and heel
PUMA Youth: Recommended for older kids between 8 and 16 years",NA
NA,"['3', '4', '5', '6', '7']","NITRO™ SQD: The innovative NITRO™ SQD midsole combines best-in-class cushioning and rebound with all-around support – ideal for fast movements and an explosive take-off
PUMAGRIP: Durable rubber compound that provides all-surface traction","Synthetic and textile upper with PWRTAPE
NITRO™ SQD midsole
PUMAGRIP rubber outsole",NA
NA,"['3', '4', '5', '6', '7']","SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
Recycled Content: The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 10.0 mm
Bootie construction
Mesh upper with translucent overlays
Lace-through caging for a snug fit
Platform midsole
Zoned rubber outsole for enhanced traction
PUMA branding on tongue and heel
PUMA Youth: Recommended for older kids between 8 and 16 years",NA
NA,"['3', '4', '5', '6', '7', '8']","PWRFRAME: Ultra-thin TPU frame, strategically placed in the high-stress areas to deliver lightweight support and increased stability
PROFOAM: Lightweight EVA designed to cushion your landing and propel your next step
PUMAGRIP: Durable performance rubber compound designed for all-surface traction","Low-cut boot
Textile upper
PWRFrame support
PROFOAM EVA midsole
PUMAGRIP rubber outsole
Heel-to-toe drop: 10mm",NA
NA,"['3', '4', '5', '6', '7', '8']","PWRFRAME: Ultra-thin TPU frame, strategically placed in the high-stress areas to deliver lightweight support and increased stability
PROFOAM: Lightweight EVA designed to cushion your landing and propel your next step
PUMAGRIP: Durable performance rubber compound designed for all-surface traction","Low-cut boot
Textile upper
PWRFrame support
PROFOAM EVA midsole
PUMAGRIP rubber outsole
Heel-to-toe drop: 10mm",NA
NA,"['3', '4', '5', '6', '7', '8']","PROFOAM: Lightweight EVA designed to cushion your landing and propel your next step
The upper of this shoe is made with at least 20% recycled materials as a step toward a better future","Low Boot
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 0 mm
Ideal for road running
Textile and synthetic upper
Performance rubber outsole zoned for traction and durability",NA
NA,"['4', '5', '7', '8']",The upper of this shoe is made with at least 30% recycled materials as a step toward a better future,"Low-cut top
Laces
Textile upper
Better Foam midsole",NA
